Unnamed: 0,address_id,line1,line2,city,province_id,postal_code,country_code
429,1426,Calle 8983,,Río Cuarto,2,9646,AR
430,1427,Calle 8593,Piso 9 Dto B,Río Cuarto,2,5410,AR
431,1428,Calle 3999,Piso 6 Dto A,Santa Fe,3,4782,AR
432,1429,Calle 3950,Piso 8 Dto C,CABA,1,6929,AR
433,1430,Calle 1253,Piso 6 Dto C,Mar del Plata,1,4774,AR
434,1431,Calle 9329,,Rosario,3,7678,AR
435,1432,Calle 5597,,Villa Carlos Paz,2,7692,AR
436,1433,Calle 9438,,CABA,1,3947,AR
437,1434,Calle 6859,Piso 5 Dto C,CABA,1,2654,AR
438,1435,Calle 393,,Santa Fe,3,3168,AR
439,1436,Calle 6920,Piso 6 Dto A,Santa Fe,3,4955,AR
440,1437,Calle 9691,,La Plata,1,1741,AR
441,1438,Calle 7355,Piso 7 Dto C,Villa Carlos Paz,2,8138,AR
442,1439,Calle 2206,,Rafaela,3,3494,AR
443,1440,Calle 7431,Piso 7 Dto B,Villa Carlos Paz,2,3895,AR
444,1441,Calle 1588,Piso 4 Dto B,Villa Carlos Paz,2,6588,AR
445,1442,Calle 9500,Piso 9 Dto B,Río Cuarto,2,6288,AR
446,1443,Calle 2347,,CABA,1,8053,AR
447,1444,Calle 5151,Piso 2 Dto B,Mar del Plata,1,3713,AR
448,1445,Calle 7192,Piso 4 Dto A,La Plata,1,5250,AR
449,1446,Calle 4566,,San Rafael,4,9334,AR
450,1447,Calle 8845,,CABA,1,9001,AR
451,1448,Calle 9358,Piso 7 Dto C,La Plata,1,9534,AR
452,1449,Calle 1796,,Santa Fe,3,8281,AR
453,1450,Calle 2242,,CABA,1,6795,AR
454,1451,Calle 1219,Piso 6 Dto A,Córdoba,2,5523,AR
455,1452,Calle 1214,Piso 12 Dto C,Río Cuarto,2,1628,AR
456,1453,Calle 8541,,Mar del Plata,1,1130,AR
457,1454,Calle 3608,Piso 11 Dto A,La Plata,1,8702,AR
458,1455,Calle 8139,,CABA,1,2453,AR
459,1456,Calle 3510,,Rafaela,3,9039,AR
460,1457,Calle 2919,Piso 1 Dto B,Río Cuarto,2,7230,AR
461,1458,Calle 8692,Piso 11 Dto A,Villa Carlos Paz,2,4799,AR
462,1459,Calle 6426,Piso 10 Dto B,Villa Carlos Paz,2,5840,AR
463,1460,Calle 6875,,La Plata,1,7960,AR
464,1461,Calle 1861,Piso 6 Dto C,La Plata,1,3098,AR
465,1462,Calle 9848,,Santa Fe,3,1474,AR
466,1463,Calle 6702,Piso 1 Dto C,CABA,1,5286,AR
467,1464,Calle 6967,,La Plata,1,5396,AR
468,1465,Calle 748,Piso 5 Dto B,Villa Carlos Paz,2,4625,AR
469,1466,Calle 1808,Piso 10 Dto C,Mar del Plata,1,3117,AR
470,1467,Calle 346,Piso 7 Dto A,Mar del Plata,1,6778,AR
471,1468,Calle 8498,,CABA,1,3572,AR
472,1469,Calle 3758,Piso 5 Dto A,Mar del Plata,1,6431,AR
473,1470,Calle 4075,,Mar del Plata,1,9627,AR
474,1471,Calle 693,Piso 3 Dto B,La Plata,1,1397,AR
475,1472,Calle 4052,,Río Cuarto,2,7190,AR
476,1473,Calle 4424,,Mar del Plata,1,9265,AR
477,1474,Calle 8876,,Mar del Plata,1,7408,AR
478,1475,Calle 5304,,Santa Fe,3,5950,AR
479,1476,Calle 4330,Piso 11 Dto C,CABA,1,7169,AR
480,1477,Calle 6658,Piso 9 Dto B,CABA,1,5659,AR
481,1478,Calle 283,Piso 8 Dto C,La Plata,1,7106,AR
482,1479,Calle 3672,Piso 10 Dto A,Villa Carlos Paz,2,4802,AR
483,1480,Calle 1786,Piso 11 Dto B,Mar del Plata,1,3355,AR
484,1481,Calle 3403,,CABA,1,2374,AR
485,1482,Calle 8576,,La Plata,1,1965,AR
486,1483,Calle 5536,Piso 3 Dto A,La Plata,1,7660,AR
487,1484,Calle 9215,Piso 8 Dto C,CABA,1,6128,AR
488,1485,Calle 7914,,Mar del Plata,1,2721,AR
489,1486,Calle 2086,,Villa Carlos Paz,2,3722,AR
490,1487,Calle 640,,CABA,1,9594,AR
491,1488,Calle 6851,Piso 7 Dto A,Mar del Plata,1,2926,AR
492,1489,Calle 4442,Piso 9 Dto B,San Rafael,4,3718,AR
493,1490,Calle 3350,Piso 10 Dto C,Mar del Plata,1,9509,AR
494,1491,Calle 5410,,CABA,1,3690,AR
495,1492,Calle 161,,Villa Carlos Paz,2,3463,AR
496,1493,Calle 5110,,CABA,1,2537,AR
497,1494,Calle 1002,,CABA,1,2093,AR
498,1495,Calle 5652,,Córdoba,2,5498,AR
499,1496,Calle 9576,Piso 12 Dto B,Santa Fe,3,7607,AR
500,1497,Calle 3320,,Río Cuarto,2,2687,AR
501,1498,Calle 9236,Piso 2 Dto A,La Plata,1,6409,AR
502,1499,Calle 7757,,San Rafael,4,4798,AR
503,1500,Calle 2401,Piso 3 Dto A,Mar del Plata,1,1004,AR
504,1501,Calle 2245,Piso 9 Dto B,CABA,1,8728,AR
505,1502,Calle 3945,Piso 9 Dto B,CABA,1,7316,AR
506,1503,Calle 5194,,Mar del Plata,1,3721,AR
507,1504,Calle 9184,Piso 8 Dto B,Villa Carlos Paz,2,2970,AR
508,1505,Calle 5705,Piso 3 Dto A,Rafaela,3,8636,AR
509,1506,Calle 9172,Piso 4 Dto B,Córdoba,2,3932,AR
510,1507,Calle 8619,Piso 4 Dto A,La Plata,1,6381,AR
511,1508,Calle 8238,Piso 1 Dto C,Godoy Cruz,4,1549,AR
512,1509,Calle 720,Piso 12 Dto C,Villa Carlos Paz,2,5492,AR
513,1510,Calle 7714,Piso 10 Dto C,Mendoza,4,9033,AR
514,1511,Calle 8939,Piso 2 Dto A,Mar del Plata,1,1472,AR
515,1512,Calle 2157,,Córdoba,2,1918,AR
516,1513,Calle 5149,Piso 2 Dto C,Córdoba,2,4181,AR
517,1514,Calle 5186,Piso 12 Dto A,Mar del Plata,1,9459,AR
518,1515,Calle 6822,,Godoy Cruz,4,2064,AR
519,1516,Calle 2417,,Rafaela,3,3827,AR
520,1517,Calle 3256,Piso 12 Dto C,Mar del Plata,1,3833,AR
521,1518,Calle 5746,Piso 2 Dto B,Mar del Plata,1,2410,AR
522,1519,Calle 2991,,CABA,1,6201,AR
523,1520,Calle 3564,Piso 11 Dto B,Rosario,3,2331,AR
524,1521,Calle 3131,,Mar del Plata,1,6087,AR
525,1522,Calle 2917,Piso 5 Dto A,La Plata,1,7782,AR
526,1523,Calle 3265,Piso 3 Dto B,Santa Fe,3,8202,AR
527,1524,Calle 9482,Piso 6 Dto B,La Plata,1,3793,AR
528,1525,Calle 6319,,San Rafael,4,8108,AR
529,1526,Calle 4730,Piso 4 Dto B,Río Cuarto,2,2486,AR
530,1527,Calle 3576,,Santa Fe,3,2889,AR
531,1528,Calle 7786,Piso 3 Dto B,Córdoba,2,7099,AR
532,1529,Calle 555,,Mar del Plata,1,6879,AR
533,1530,Calle 5484,,La Plata,1,4065,AR
534,1531,Calle 8959,Piso 3 Dto A,La Plata,1,8478,AR
535,1532,Calle 3991,Piso 5 Dto C,Villa Carlos Paz,2,6535,AR
536,1533,Calle 658,,Villa Carlos Paz,2,7897,AR
537,1534,Calle 6566,,Rafaela,3,9391,AR
538,1535,Calle 8587,,San Rafael,4,3128,AR
539,1536,Calle 1482,Piso 5 Dto A,Rosario,3,8515,AR
540,1537,Calle 2417,Piso 4 Dto A,CABA,1,6038,AR
541,1538,Calle 7153,,CABA,1,3525,AR
542,1539,Calle 82,Piso 8 Dto A,Santa Fe,3,2636,AR
543,1540,Calle 3482,Piso 8 Dto C,La Plata,1,8593,AR
544,1541,Calle 6351,,Rosario,3,7551,AR
545,1542,Calle 6957,,Rafaela,3,6683,AR
546,1543,Calle 441,,Río Cuarto,2,4852,AR
547,1544,Calle 27,Piso 10 Dto C,Mar del Plata,1,2265,AR
548,1545,Calle 725,Piso 4 Dto B,CABA,1,2521,AR
549,1546,Calle 6975,Piso 3 Dto B,CABA,1,7337,AR
550,1547,Calle 2942,,La Plata,1,8617,AR
551,1548,Calle 1662,,Mar del Plata,1,3635,AR
552,1549,Calle 6292,,Mar del Plata,1,8964,AR
553,1550,Calle 4964,,CABA,1,8377,AR
554,1551,Calle 5490,,La Plata,1,3930,AR
555,1552,Calle 1311,Piso 3 Dto A,La Plata,1,5224,AR
556,1553,Calle 7455,Piso 7 Dto A,Mar del Plata,1,5615,AR
557,1554,Calle 7541,Piso 6 Dto A,La Plata,1,5134,AR
558,1555,Calle 386,,La Plata,1,5804,AR
559,1556,Calle 5319,,La Plata,1,2829,AR
560,1557,Calle 6492,,Río Cuarto,2,9765,AR
561,1558,Calle 8085,Piso 7 Dto B,CABA,1,8504,AR
562,1559,Calle 8578,,San Rafael,4,2253,AR
563,1560,Calle 9984,,CABA,1,7257,AR
564,1561,Calle 5535,Piso 11 Dto C,Mendoza,4,7922,AR
565,1562,Calle 4209,,Mar del Plata,1,8101,AR
566,1563,Calle 4276,,Rafaela,3,1800,AR
567,1564,Calle 7159,,Córdoba,2,5535,AR
568,1565,Calle 6532,Piso 3 Dto C,Río Cuarto,2,5467,AR
569,1566,Calle 6789,Piso 11 Dto A,CABA,1,5375,AR
570,1567,Calle 5213,,Río Cuarto,2,1296,AR
571,1568,Calle 4716,Piso 12 Dto C,Mar del Plata,1,7893,AR
572,1569,Calle 9137,Piso 1 Dto B,La Plata,1,6237,AR
573,1570,Calle 7569,,Rosario,3,9720,AR
574,1571,Calle 6602,,Villa Carlos Paz,2,8971,AR
575,1572,Calle 3401,Piso 12 Dto C,Mendoza,4,5981,AR
576,1573,Calle 7658,,Santa Fe,3,6761,AR
577,1574,Calle 4652,Piso 9 Dto C,CABA,1,4845,AR
578,1575,Calle 6201,,Mendoza,4,7483,AR
579,1576,Calle 9352,,CABA,1,7571,AR
580,1577,Calle 6852,Piso 10 Dto B,CABA,1,6950,AR
581,1578,Calle 5207,Piso 9 Dto C,Río Cuarto,2,4688,AR
582,1579,Calle 4691,,La Plata,1,7554,AR
583,1580,Calle 7603,,La Plata,1,7280,AR
584,1581,Calle 3095,,Godoy Cruz,4,3270,AR
585,1582,Calle 9349,,San Rafael,4,6325,AR
586,1583,Calle 7732,Piso 11 Dto A,Mar del Plata,1,1372,AR
587,1584,Calle 2645,,Córdoba,2,3870,AR
588,1585,Calle 5288,,Mendoza,4,1506,AR
589,1586,Calle 4015,Piso 11 Dto C,Villa Carlos Paz,2,4963,AR
590,1587,Calle 1822,,San Rafael,4,5011,AR
591,1588,Calle 113,Piso 12 Dto A,Córdoba,2,9515,AR
592,1589,Calle 6834,,Rosario,3,9751,AR
593,1590,Calle 980,,Mar del Plata,1,6953,AR
594,1591,Calle 7210,,Río Cuarto,2,3391,AR
595,1592,Calle 1832,Piso 12 Dto A,Rafaela,3,7764,AR
596,1593,Calle 7907,,CABA,1,6407,AR
597,1594,Calle 8054,Piso 4 Dto B,Mar del Plata,1,5838,AR
598,1595,Calle 4226,,La Plata,1,3294,AR
599,1596,Calle 3622,Piso 6 Dto C,CABA,1,5771,AR
600,1597,Calle 9301,Piso 11 Dto B,Mendoza,4,8206,AR
601,1598,Calle 2107,Piso 3 Dto C,Mar del Plata,1,7295,AR
602,1599,Calle 3468,,Córdoba,2,1197,AR
603,1600,Calle 8468,,Mar del Plata,1,6639,AR
604,1601,Calle 5150,Piso 9 Dto B,Río Cuarto,2,8950,AR
605,1602,Calle 2874,,Santa Fe,3,2060,AR
606,1603,Calle 3676,,CABA,1,4226,AR
607,1604,Calle 200,,Mar del Plata,1,4318,AR
608,1605,Calle 1620,,Villa Carlos Paz,2,5447,AR
609,1606,Calle 8811,Piso 2 Dto A,San Rafael,4,9567,AR
610,1607,Calle 2994,,Mar del Plata,1,4741,AR
611,1608,Calle 4355,,Mar del Plata,1,4113,AR
612,1609,Calle 8562,,Mendoza,4,4728,AR
613,1610,Calle 7820,,Río Cuarto,2,6224,AR
614,1611,Calle 7241,,CABA,1,2636,AR
615,1612,Calle 7983,,Río Cuarto,2,8041,AR
616,1613,Calle 3192,Piso 10 Dto C,Villa Carlos Paz,2,1008,AR
617,1614,Calle 4436,,Rafaela,3,6384,AR
618,1615,Calle 4910,,La Plata,1,6589,AR
619,1616,Calle 5060,,Río Cuarto,2,3984,AR
620,1617,Calle 7709,,Mar del Plata,1,2074,AR
621,1618,Calle 7262,,Córdoba,2,4171,AR
622,1619,Calle 5034,Piso 9 Dto B,Rosario,3,9690,AR
623,1620,Calle 9987,,La Plata,1,6304,AR
624,1621,Calle 2815,,La Plata,1,6335,AR
625,1622,Calle 9753,Piso 7 Dto C,San Rafael,4,4747,AR
626,1623,Calle 6076,Piso 3 Dto B,La Plata,1,6798,AR
627,1624,Calle 9229,,La Plata,1,7620,AR
628,1625,Calle 2293,,Godoy Cruz,4,4313,AR
629,1626,Calle 4830,Piso 6 Dto A,Villa Carlos Paz,2,8004,AR
630,1627,Calle 3268,Piso 4 Dto C,Mar del Plata,1,5488,AR
631,1628,Calle 5333,Piso 12 Dto B,CABA,1,1753,AR
632,1629,Calle 7980,Piso 4 Dto B,Río Cuarto,2,1971,AR
633,1630,Calle 4523,Piso 9 Dto B,La Plata,1,5656,AR
634,1631,Calle 1213,Piso 6 Dto C,Mar del Plata,1,3486,AR
635,1632,Calle 3277,Piso 9 Dto A,Río Cuarto,2,5017,AR
636,1633,Calle 4272,Piso 9 Dto C,Río Cuarto,2,1358,AR
637,1634,Calle 5144,,Rosario,3,4016,AR
638,1635,Calle 5935,Piso 6 Dto A,La Plata,1,5183,AR
639,1636,Calle 6731,Piso 7 Dto B,Mar del Plata,1,1786,AR
640,1637,Calle 6120,Piso 1 Dto C,Mar del Plata,1,1525,AR
641,1638,Calle 8828,Piso 8 Dto B,Santa Fe,3,2099,AR
642,1639,Calle 1841,,Río Cuarto,2,8675,AR
643,1640,Calle 7061,Piso 5 Dto B,Rafaela,3,3493,AR
644,1641,Calle 9425,Piso 6 Dto B,Mar del Plata,1,1351,AR
645,1642,Calle 6389,,Córdoba,2,6281,AR
646,1643,Calle 9575,Piso 11 Dto B,CABA,1,4282,AR
647,1644,Calle 9452,,Rafaela,3,4377,AR
648,1645,Calle 8740,,CABA,1,9848,AR
649,1646,Calle 5167,,Godoy Cruz,4,4304,AR
650,1647,Calle 3818,,La Plata,1,3249,AR
651,1648,Calle 417,,La Plata,1,7232,AR
652,1649,Calle 3255,,La Plata,1,2521,AR
653,1650,Calle 8463,,Mar del Plata,1,2971,AR
654,1651,Calle 5192,,Villa Carlos Paz,2,2487,AR
655,1652,Calle 8336,,La Plata,1,1118,AR
656,1653,Calle 1640,Piso 6 Dto B,Santa Fe,3,2069,AR
657,1654,Calle 4927,,San Rafael,4,7384,AR
658,1655,Calle 5297,,La Plata,1,3905,AR
659,1656,Calle 2552,Piso 3 Dto C,Mar del Plata,1,1638,AR
660,1657,Calle 4802,Piso 6 Dto C,Córdoba,2,3580,AR
661,1658,Calle 2481,,Mar del Plata,1,6981,AR
662,1659,Calle 8152,Piso 4 Dto B,Rosario,3,7114,AR
663,1660,Calle 424,Piso 6 Dto A,Córdoba,2,1560,AR
664,1661,Calle 8839,,Mendoza,4,3591,AR
665,1662,Calle 1510,,CABA,1,8793,AR
666,1663,Calle 7216,,San Rafael,4,6102,AR
667,1664,Calle 2101,Piso 6 Dto C,La Plata,1,2579,AR
668,1665,Calle 3216,,Mar del Plata,1,3336,AR
669,1666,Calle 1554,Piso 12 Dto B,Río Cuarto,2,2724,AR
670,1667,Calle 4934,Piso 6 Dto C,CABA,1,9518,AR
671,1668,Calle 2158,Piso 6 Dto B,Villa Carlos Paz,2,3379,AR
672,1669,Calle 787,,Villa Carlos Paz,2,3342,AR
673,1670,Calle 2653,,Rosario,3,8877,AR
674,1671,Calle 9457,,Rosario,3,8425,AR
675,1672,Calle 4577,Piso 11 Dto C,CABA,1,6525,AR
676,1673,Calle 8994,,La Plata,1,6609,AR
677,1674,Calle 6989,,La Plata,1,2549,AR
678,1675,Calle 1971,Piso 9 Dto C,Mendoza,4,3069,AR
679,1676,Calle 9066,,La Plata,1,7513,AR
680,1677,Calle 3635,Piso 1 Dto A,Mar del Plata,1,9611,AR
681,1678,Calle 8603,Piso 1 Dto C,Río Cuarto,2,9838,AR
682,1679,Calle 2733,,Río Cuarto,2,3713,AR
683,1680,Calle 2492,Piso 9 Dto C,Rafaela,3,4312,AR
684,1681,Calle 4858,Piso 7 Dto C,La Plata,1,8807,AR
685,1682,Calle 4916,Piso 1 Dto A,Mar del Plata,1,6105,AR
686,1683,Calle 9732,Piso 2 Dto A,San Rafael,4,3298,AR
687,1684,Calle 3973,Piso 7 Dto A,CABA,1,7406,AR
688,1685,Calle 1156,,La Plata,1,7577,AR
689,1686,Calle 2488,,Río Cuarto,2,5513,AR
690,1687,Calle 8530,,CABA,1,8718,AR
691,1688,Calle 2046,Piso 9 Dto C,Villa Carlos Paz,2,3517,AR
692,1689,Calle 5594,Piso 5 Dto A,Rafaela,3,5185,AR
693,1690,Calle 9585,Piso 3 Dto C,Villa Carlos Paz,2,5769,AR
694,1691,Calle 9885,,CABA,1,9102,AR
695,1692,Calle 1724,Piso 5 Dto C,Mar del Plata,1,5123,AR
696,1693,Calle 4117,,Mar del Plata,1,2656,AR
697,1694,Calle 3628,Piso 10 Dto B,La Plata,1,2703,AR
698,1695,Calle 6158,Piso 10 Dto C,Río Cuarto,2,1689,AR
699,1696,Calle 1616,,Río Cuarto,2,4909,AR
700,1697,Calle 9893,,Río Cuarto,2,6690,AR
701,1698,Calle 8565,Piso 1 Dto B,Rafaela,3,1420,AR
702,1699,Calle 5390,Piso 2 Dto B,Córdoba,2,1464,AR
703,1700,Calle 5876,Piso 11 Dto B,Santa Fe,3,5074,AR
704,1701,Calle 5317,Piso 8 Dto C,CABA,1,3631,AR
705,1702,Calle 5274,Piso 12 Dto B,Río Cuarto,2,3818,AR
706,1703,Calle 5764,,Santa Fe,3,6186,AR
707,1704,Calle 1482,Piso 11 Dto B,Mar del Plata,1,9146,AR
708,1705,Calle 4337,Piso 12 Dto B,Rosario,3,6521,AR
709,1706,Calle 2762,,Rosario,3,4109,AR
710,1707,Calle 9183,,San Rafael,4,7520,AR
711,1708,Calle 9798,Piso 11 Dto B,CABA,1,3388,AR
712,1709,Calle 2180,Piso 7 Dto A,La Plata,1,2346,AR
713,1710,Calle 669,,Godoy Cruz,4,5485,AR
714,1711,Calle 3588,Piso 4 Dto A,Mar del Plata,1,4538,AR
715,1712,Calle 341,Piso 10 Dto B,CABA,1,7791,AR
716,1713,Calle 3150,Piso 7 Dto A,Río Cuarto,2,7342,AR
717,1714,Calle 4319,Piso 7 Dto B,Villa Carlos Paz,2,4845,AR
718,1715,Calle 2204,,CABA,1,9819,AR
719,1716,Calle 7795,,Mar del Plata,1,4732,AR
720,1717,Calle 9078,Piso 4 Dto B,Río Cuarto,2,1871,AR
721,1718,Calle 9684,,Villa Carlos Paz,2,1362,AR
722,1719,Calle 943,,Mar del Plata,1,2044,AR
723,1720,Calle 4524,,Mar del Plata,1,9041,AR
724,1721,Calle 6493,Piso 4 Dto C,Córdoba,2,6076,AR
725,1722,Calle 5416,Piso 4 Dto C,Villa Carlos Paz,2,3363,AR
726,1723,Calle 5153,,San Rafael,4,6871,AR
727,1724,Calle 1043,,Rosario,3,4188,AR
728,1725,Calle 2970,Piso 1 Dto C,Mendoza,4,2957,AR
729,1726,Calle 9405,Piso 12 Dto C,La Plata,1,7677,AR
730,1727,Calle 5625,Piso 3 Dto A,Córdoba,2,6818,AR
731,1728,Calle 8187,Piso 2 Dto A,Villa Carlos Paz,2,7576,AR
732,1729,Calle 1337,,Mar del Plata,1,9583,AR
733,1730,Calle 998,Piso 9 Dto A,Mar del Plata,1,2564,AR
734,1731,Calle 207,Piso 1 Dto B,Mar del Plata,1,6017,AR
735,1732,Calle 9231,,Rafaela,3,4088,AR
736,1733,Calle 5657,,CABA,1,7130,AR
737,1734,Calle 2909,Piso 9 Dto A,Rafaela,3,1497,AR
738,1735,Calle 5107,Piso 5 Dto A,Mendoza,4,3955,AR
739,1736,Calle 8154,,CABA,1,6527,AR
740,1737,Calle 6371,,San Rafael,4,6543,AR
741,1738,Calle 8041,,CABA,1,6870,AR
742,1739,Calle 9686,,Godoy Cruz,4,6251,AR
743,1740,Calle 8716,,Río Cuarto,2,5629,AR
744,1741,Calle 4800,Piso 11 Dto B,CABA,1,8129,AR
745,1742,Calle 8049,Piso 2 Dto B,CABA,1,7370,AR
746,1743,Calle 904,,La Plata,1,2461,AR
747,1744,Calle 9360,Piso 9 Dto A,Rafaela,3,1785,AR
748,1745,Calle 6307,,La Plata,1,8107,AR
749,1746,Calle 8336,,CABA,1,4514,AR
750,1747,Calle 3631,,CABA,1,4335,AR
751,1748,Calle 256,,Mar del Plata,1,2905,AR
752,1749,Calle 5420,,CABA,1,7091,AR
753,1750,Calle 9810,Piso 4 Dto C,CABA,1,7927,AR
754,1751,Calle 4467,,Mar del Plata,1,7813,AR
755,1752,Calle 7999,,CABA,1,7479,AR
756,1753,Calle 2112,,Villa Carlos Paz,2,2155,AR
757,1754,Calle 1090,Piso 3 Dto C,La Plata,1,3742,AR
758,1755,Calle 6525,Piso 5 Dto C,San Rafael,4,5664,AR
759,1756,Calle 6471,Piso 4 Dto A,CABA,1,4289,AR
760,1757,Calle 7684,,CABA,1,4746,AR
761,1758,Calle 1370,,Rosario,3,8142,AR
762,1759,Calle 7243,,CABA,1,4447,AR
763,1760,Calle 2503,,CABA,1,6736,AR
764,1761,Calle 925,,Mar del Plata,1,5780,AR
765,1762,Calle 3185,Piso 6 Dto C,CABA,1,1414,AR
766,1763,Calle 9858,,CABA,1,3348,AR
767,1764,Calle 1825,Piso 11 Dto A,Mendoza,4,9487,AR
768,1765,Calle 2784,Piso 12 Dto B,Mar del Plata,1,1629,AR
769,1766,Calle 3829,,San Rafael,4,1957,AR
770,1767,Calle 3679,,Rosario,3,1324,AR
771,1768,Calle 6326,Piso 5 Dto C,San Rafael,4,8367,AR
772,1769,Calle 4097,Piso 6 Dto C,Río Cuarto,2,8850,AR
773,1770,Calle 3668,,La Plata,1,7364,AR
774,1771,Calle 344,,Santa Fe,3,1697,AR
775,1772,Calle 3719,Piso 7 Dto A,Mar del Plata,1,4409,AR
776,1773,Calle 7547,Piso 12 Dto B,La Plata,1,7364,AR
777,1774,Calle 6536,,La Plata,1,5030,AR
778,1775,Calle 3189,Piso 12 Dto C,Río Cuarto,2,8591,AR
779,1776,Calle 6141,,Santa Fe,3,7436,AR
780,1777,Calle 7411,Piso 5 Dto C,Mar del Plata,1,1833,AR
781,1778,Calle 2568,Piso 11 Dto B,Mar del Plata,1,3954,AR
782,1779,Calle 6324,,CABA,1,5478,AR
783,1780,Calle 6585,,Rafaela,3,7738,AR
784,1781,Calle 2140,,Mar del Plata,1,2590,AR
785,1782,Calle 865,Piso 6 Dto A,CABA,1,6844,AR
786,1783,Calle 5040,Piso 2 Dto B,Córdoba,2,8317,AR
787,1784,Calle 4748,,CABA,1,3490,AR
788,1785,Calle 6713,Piso 3 Dto C,Mar del Plata,1,5607,AR
789,1786,Calle 2403,,San Rafael,4,3221,AR
790,1787,Calle 2793,Piso 1 Dto C,La Plata,1,8224,AR
791,1788,Calle 8058,Piso 11 Dto C,CABA,1,6566,AR
792,1789,Calle 2904,Piso 3 Dto C,Rosario,3,7449,AR
793,1790,Calle 3230,Piso 11 Dto B,Mar del Plata,1,2361,AR
794,1791,Calle 262,Piso 10 Dto C,Villa Carlos Paz,2,3769,AR
795,1792,Calle 8412,,Rosario,3,9021,AR
796,1793,Calle 3913,Piso 12 Dto B,Mendoza,4,8355,AR
797,1794,Calle 7506,Piso 11 Dto A,La Plata,1,1514,AR
798,1795,Calle 175,,Rafaela,3,5959,AR
799,1796,Calle 6227,Piso 7 Dto A,La Plata,1,7146,AR
800,1797,Calle 6956,Piso 7 Dto C,Mar del Plata,1,3168,AR
801,1798,Calle 3161,Piso 8 Dto B,Río Cuarto,2,2364,AR
802,1799,Calle 5221,,Mendoza,4,3105,AR
803,1800,Calle 6118,,CABA,1,2431,AR
804,1801,Calle 5590,,CABA,1,8549,AR
805,1802,Calle 1999,,Rosario,3,4268,AR
806,1803,Calle 1501,,Mar del Plata,1,4444,AR
807,1804,Calle 5250,,Villa Carlos Paz,2,8799,AR
808,1805,Calle 9920,Piso 12 Dto A,Villa Carlos Paz,2,5719,AR
809,1806,Calle 104,,Mar del Plata,1,5313,AR
810,1807,Calle 3103,,Rafaela,3,4083,AR
811,1808,Calle 2662,Piso 7 Dto C,Rosario,3,7754,AR
812,1809,Calle 6989,,Córdoba,2,9692,AR
813,1810,Calle 4124,,Río Cuarto,2,2009,AR
814,1811,Calle 990,,Mar del Plata,1,8306,AR
815,1812,Calle 1446,Piso 6 Dto C,San Rafael,4,2079,AR
816,1813,Calle 7386,Piso 6 Dto C,Villa Carlos Paz,2,7069,AR
817,1814,Calle 5136,,La Plata,1,4737,AR
818,1815,Calle 6714,Piso 8 Dto B,La Plata,1,7606,AR
819,1816,Calle 7409,Piso 3 Dto A,Santa Fe,3,7874,AR
820,1817,Calle 6250,Piso 11 Dto A,Santa Fe,3,6991,AR
821,1818,Calle 2831,,Mar del Plata,1,4555,AR
822,1819,Calle 2456,,La Plata,1,1355,AR
823,1820,Calle 9001,,La Plata,1,8971,AR
824,1821,Calle 7985,Piso 11 Dto A,CABA,1,2736,AR
825,1822,Calle 7811,,San Rafael,4,4852,AR
826,1823,Calle 6822,Piso 8 Dto A,Mendoza,4,3598,AR
827,1824,Calle 7029,,Río Cuarto,2,9677,AR
828,1825,Calle 2100,Piso 6 Dto C,La Plata,1,2034,AR
829,1826,Calle 4033,,La Plata,1,6120,AR
830,1827,Calle 5583,,Rafaela,3,3082,AR
831,1828,Calle 3751,,Rafaela,3,5081,AR
832,1829,Calle 5136,Piso 9 Dto A,Córdoba,2,3430,AR
833,1830,Calle 7581,Piso 10 Dto C,La Plata,1,2096,AR
834,1831,Calle 4526,Piso 12 Dto A,CABA,1,1967,AR
835,1832,Calle 51,Piso 6 Dto B,Mar del Plata,1,3394,AR
836,1833,Calle 5148,,Godoy Cruz,4,4083,AR
837,1834,Calle 3194,Piso 9 Dto C,CABA,1,5066,AR
838,1835,Calle 4886,,CABA,1,5851,AR
839,1836,Calle 6905,Piso 2 Dto B,Mar del Plata,1,3418,AR
840,1837,Calle 2572,Piso 10 Dto B,Río Cuarto,2,2765,AR
841,1838,Calle 9938,,CABA,1,3105,AR
842,1839,Calle 859,Piso 6 Dto C,Mendoza,4,7042,AR
843,1840,Calle 6145,Piso 9 Dto A,Mar del Plata,1,6306,AR
844,1841,Calle 566,Piso 11 Dto B,Mar del Plata,1,1645,AR
845,1842,Calle 2161,,Mar del Plata,1,3292,AR
846,1843,Calle 3851,Piso 2 Dto B,CABA,1,6540,AR
847,1844,Calle 8069,,CABA,1,9596,AR
848,1845,Calle 2540,,Villa Carlos Paz,2,8348,AR
849,1846,Calle 3726,,La Plata,1,1859,AR
850,1847,Calle 3589,,CABA,1,9201,AR
851,1848,Calle 6485,Piso 1 Dto C,Mar del Plata,1,9064,AR
852,1849,Calle 6799,,Río Cuarto,2,4278,AR
853,1850,Calle 8053,,Mar del Plata,1,7031,AR
854,1851,Calle 6508,,Rosario,3,5610,AR
855,1852,Calle 6364,Piso 3 Dto A,Río Cuarto,2,6480,AR
856,1853,Calle 6433,Piso 2 Dto C,La Plata,1,8399,AR
857,1854,Calle 8386,,Mar del Plata,1,2846,AR
858,1855,Calle 3369,Piso 4 Dto C,CABA,1,4511,AR
859,1856,Calle 3766,,CABA,1,9373,AR
