address_sk,address_id,line1,line2,country_code,province,province_code,city,postal_code,created_at
771,1767,Calle 3679,,AR,Santa Fe,SF,Rosario,1324,2025-05-15 02:31:55
772,1768,Calle 6326,Piso 5 Dto C,AR,Mendoza,MZA,San Rafael,8367,2024-05-09 04:56:39
773,1769,Calle 4097,Piso 6 Dto C,AR,Córdoba,CBA,Río Cuarto,8850,2023-12-29 21:23:43
774,1770,Calle 3668,,AR,Buenos Aires,BA,La Plata,7364,2024-06-08 13:31:09
775,1771,Calle 344,,AR,Santa Fe,SF,Santa Fe,1697,2025-04-19 11:30:37
776,1772,Calle 3719,Piso 7 Dto A,AR,Buenos Aires,BA,Mar del Plata,4409,2025-01-25 09:02:08
777,1773,Calle 7547,Piso 12 Dto B,AR,Buenos Aires,BA,La Plata,7364,2025-04-25 01:10:19
778,1774,Calle 6536,,AR,Buenos Aires,BA,La Plata,5030,2024-04-07 00:49:45
779,1775,Calle 3189,Piso 12 Dto C,AR,Córdoba,CBA,Río Cuarto,8591,2025-09-03 14:34:58
780,1776,Calle 6141,,AR,Santa Fe,SF,Santa Fe,7436,2023-12-11 13:13:11
781,1777,Calle 7411,Piso 5 Dto C,AR,Buenos Aires,BA,Mar del Plata,1833,2024-03-10 18:32:03
782,1778,Calle 2568,Piso 11 Dto B,AR,Buenos Aires,BA,Mar del Plata,3954,2025-03-24 03:30:15
783,1779,Calle 6324,,AR,Buenos Aires,BA,CABA,5478,2025-09-27 03:43:56
784,1780,Calle 6585,,AR,Santa Fe,SF,Rafaela,7738,2024-09-08 15:37:41
785,1781,Calle 2140,,AR,Buenos Aires,BA,Mar del Plata,2590,2023-08-15 12:45:42
786,1782,Calle 865,Piso 6 Dto A,AR,Buenos Aires,BA,CABA,6844,2024-03-16 08:39:07
787,1783,Calle 5040,Piso 2 Dto B,AR,Córdoba,CBA,Córdoba,8317,2025-05-13 00:32:22
788,1784,Calle 4748,,AR,Buenos Aires,BA,CABA,3490,2024-01-14 14:39:09
789,1785,Calle 6713,Piso 3 Dto C,AR,Buenos Aires,BA,Mar del Plata,5607,2024-05-27 09:55:31
790,1786,Calle 2403,,AR,Mendoza,MZA,San Rafael,3221,2024-12-17 18:48:48
791,1787,Calle 2793,Piso 1 Dto C,AR,Buenos Aires,BA,La Plata,8224,2024-02-12 11:15:01
792,1788,Calle 8058,Piso 11 Dto C,AR,Buenos Aires,BA,CABA,6566,2023-09-15 01:25:17
793,1789,Calle 2904,Piso 3 Dto C,AR,Santa Fe,SF,Rosario,7449,2023-12-24 05:14:31
794,1790,Calle 3230,Piso 11 Dto B,AR,Buenos Aires,BA,Mar del Plata,2361,2024-11-07 00:36:58
795,1791,Calle 262,Piso 10 Dto C,AR,Córdoba,CBA,Villa Carlos Paz,3769,2024-11-23 08:14:18
796,1792,Calle 8412,,AR,Santa Fe,SF,Rosario,9021,2024-09-11 21:03:32
797,1793,Calle 3913,Piso 12 Dto B,AR,Mendoza,MZA,Mendoza,8355,2025-03-08 13:32:01
798,1794,Calle 7506,Piso 11 Dto A,AR,Buenos Aires,BA,La Plata,1514,2023-11-24 22:58:46
799,1795,Calle 175,,AR,Santa Fe,SF,Rafaela,5959,2024-12-17 08:26:52
800,1796,Calle 6227,Piso 7 Dto A,AR,Buenos Aires,BA,La Plata,7146,2024-10-08 09:22:35
801,1797,Calle 6956,Piso 7 Dto C,AR,Buenos Aires,BA,Mar del Plata,3168,2024-10-24 20:43:44
802,1798,Calle 3161,Piso 8 Dto B,AR,Córdoba,CBA,Río Cuarto,2364,2025-04-03 20:31:35
803,1799,Calle 5221,,AR,Mendoza,MZA,Mendoza,3105,2023-10-19 07:05:55
804,1800,Calle 6118,,AR,Buenos Aires,BA,CABA,2431,2023-08-31 03:32:46
805,1801,Calle 5590,,AR,Buenos Aires,BA,CABA,8549,2024-10-01 00:52:11
806,1802,Calle 1999,,AR,Santa Fe,SF,Rosario,4268,2023-09-09 01:42:00
807,1803,Calle 1501,,AR,Buenos Aires,BA,Mar del Plata,4444,2023-07-22 16:05:02
808,1804,Calle 5250,,AR,Córdoba,CBA,Villa Carlos Paz,8799,2024-03-07 11:52:04
809,1805,Calle 9920,Piso 12 Dto A,AR,Córdoba,CBA,Villa Carlos Paz,5719,2023-08-09 04:10:29
810,1806,Calle 104,,AR,Buenos Aires,BA,Mar del Plata,5313,2023-12-15 12:42:40
811,1807,Calle 3103,,AR,Santa Fe,SF,Rafaela,4083,2024-02-20 13:39:24
812,1808,Calle 2662,Piso 7 Dto C,AR,Santa Fe,SF,Rosario,7754,2025-07-01 01:26:49
813,1809,Calle 6989,,AR,Córdoba,CBA,Córdoba,9692,2023-05-16 20:20:51
814,1810,Calle 4124,,AR,Córdoba,CBA,Río Cuarto,2009,2023-08-11 12:43:08
815,1811,Calle 990,,AR,Buenos Aires,BA,Mar del Plata,8306,2023-05-24 15:21:10
816,1812,Calle 1446,Piso 6 Dto C,AR,Mendoza,MZA,San Rafael,2079,2024-06-16 16:22:18
817,1813,Calle 7386,Piso 6 Dto C,AR,Córdoba,CBA,Villa Carlos Paz,7069,2025-06-20 05:58:38
818,1814,Calle 5136,,AR,Buenos Aires,BA,La Plata,4737,2024-01-25 22:40:28
819,1815,Calle 6714,Piso 8 Dto B,AR,Buenos Aires,BA,La Plata,7606,2025-04-25 05:09:00
820,1816,Calle 7409,Piso 3 Dto A,AR,Santa Fe,SF,Santa Fe,7874,2023-06-13 00:40:25
821,1817,Calle 6250,Piso 11 Dto A,AR,Santa Fe,SF,Santa Fe,6991,2023-05-27 16:05:59
822,1818,Calle 2831,,AR,Buenos Aires,BA,Mar del Plata,4555,2023-09-30 08:07:22
823,1819,Calle 2456,,AR,Buenos Aires,BA,La Plata,1355,2025-06-16 13:31:27
824,1820,Calle 9001,,AR,Buenos Aires,BA,La Plata,8971,2025-06-19 09:10:19
825,1821,Calle 7985,Piso 11 Dto A,AR,Buenos Aires,BA,CABA,2736,2023-08-17 22:26:21
826,1822,Calle 7811,,AR,Mendoza,MZA,San Rafael,4852,2025-07-19 20:52:30
827,1823,Calle 6822,Piso 8 Dto A,AR,Mendoza,MZA,Mendoza,3598,2024-10-12 23:11:46
828,1824,Calle 7029,,AR,Córdoba,CBA,Río Cuarto,9677,2024-07-16 21:53:11
829,1825,Calle 2100,Piso 6 Dto C,AR,Buenos Aires,BA,La Plata,2034,2023-06-02 12:16:07
830,1826,Calle 4033,,AR,Buenos Aires,BA,La Plata,6120,2025-05-14 17:33:48
831,1827,Calle 5583,,AR,Santa Fe,SF,Rafaela,3082,2024-09-16 22:47:40
832,1828,Calle 3751,,AR,Santa Fe,SF,Rafaela,5081,2025-06-02 23:52:40
833,1829,Calle 5136,Piso 9 Dto A,AR,Córdoba,CBA,Córdoba,3430,2024-09-16 16:09:54
834,1830,Calle 7581,Piso 10 Dto C,AR,Buenos Aires,BA,La Plata,2096,2025-04-03 06:00:45
835,1831,Calle 4526,Piso 12 Dto A,AR,Buenos Aires,BA,CABA,1967,2025-05-10 22:33:57
836,1832,Calle 51,Piso 6 Dto B,AR,Buenos Aires,BA,Mar del Plata,3394,2024-07-02 17:08:20
837,1833,Calle 5148,,AR,Mendoza,MZA,Godoy Cruz,4083,2023-11-08 23:26:10
838,1834,Calle 3194,Piso 9 Dto C,AR,Buenos Aires,BA,CABA,5066,2024-12-10 02:37:41
839,1835,Calle 4886,,AR,Buenos Aires,BA,CABA,5851,2023-06-14 06:38:40
840,1836,Calle 6905,Piso 2 Dto B,AR,Buenos Aires,BA,Mar del Plata,3418,2025-03-29 21:37:38
841,1837,Calle 2572,Piso 10 Dto B,AR,Córdoba,CBA,Río Cuarto,2765,2024-07-03 22:45:35
842,1838,Calle 9938,,AR,Buenos Aires,BA,CABA,3105,2024-09-18 10:59:41
843,1839,Calle 859,Piso 6 Dto C,AR,Mendoza,MZA,Mendoza,7042,2023-12-12 04:55:44
844,1840,Calle 6145,Piso 9 Dto A,AR,Buenos Aires,BA,Mar del Plata,6306,2025-01-09 10:42:51
845,1841,Calle 566,Piso 11 Dto B,AR,Buenos Aires,BA,Mar del Plata,1645,2025-07-08 21:52:15
846,1842,Calle 2161,,AR,Buenos Aires,BA,Mar del Plata,3292,2023-12-27 10:56:11
847,1843,Calle 3851,Piso 2 Dto B,AR,Buenos Aires,BA,CABA,6540,2023-09-09 01:48:59
848,1844,Calle 8069,,AR,Buenos Aires,BA,CABA,9596,2025-02-10 18:45:42
849,1845,Calle 2540,,AR,Córdoba,CBA,Villa Carlos Paz,8348,2024-01-08 02:12:13
850,1846,Calle 3726,,AR,Buenos Aires,BA,La Plata,1859,2024-04-20 07:59:24
851,1847,Calle 3589,,AR,Buenos Aires,BA,CABA,9201,2024-09-13 06:17:43
852,1848,Calle 6485,Piso 1 Dto C,AR,Buenos Aires,BA,Mar del Plata,9064,2023-06-11 12:37:59
853,1849,Calle 6799,,AR,Córdoba,CBA,Río Cuarto,4278,2023-06-30 22:23:08
854,1850,Calle 8053,,AR,Buenos Aires,BA,Mar del Plata,7031,2025-07-04 22:26:12
855,1851,Calle 6508,,AR,Santa Fe,SF,Rosario,5610,2024-06-21 16:01:39
856,1852,Calle 6364,Piso 3 Dto A,AR,Córdoba,CBA,Río Cuarto,6480,2024-03-05 02:55:31
857,1853,Calle 6433,Piso 2 Dto C,AR,Buenos Aires,BA,La Plata,8399,2023-06-19 18:23:36
858,1854,Calle 8386,,AR,Buenos Aires,BA,Mar del Plata,2846,2023-07-09 17:12:02
859,1855,Calle 3369,Piso 4 Dto C,AR,Buenos Aires,BA,CABA,4511,2024-08-19 06:28:33
860,1856,Calle 3766,,AR,Buenos Aires,BA,CABA,9373,2023-06-11 23:47:43
861,1857,Calle 2965,Piso 6 Dto A,AR,Buenos Aires,BA,CABA,7366,2024-09-25 12:49:13
862,1858,Calle 9861,Piso 3 Dto B,AR,Buenos Aires,BA,La Plata,5675,2024-05-26 01:26:21
863,1859,Calle 5,,AR,Buenos Aires,BA,CABA,1183,2024-07-05 00:05:04
864,1860,Calle 7292,,AR,Mendoza,MZA,Godoy Cruz,2593,2023-07-28 04:02:07
865,1861,Calle 3126,Piso 7 Dto C,AR,Buenos Aires,BA,Mar del Plata,2246,2024-07-13 22:21:42
866,1862,Calle 4874,Piso 1 Dto A,AR,Buenos Aires,BA,CABA,3323,2024-06-17 03:07:20
867,1863,Calle 1972,,AR,Buenos Aires,BA,CABA,8807,2024-02-01 04:51:44
868,1864,Calle 3848,Piso 8 Dto C,AR,Buenos Aires,BA,CABA,5424,2023-06-10 01:03:30
869,1865,Calle 1037,,AR,Córdoba,CBA,Villa Carlos Paz,4530,2023-08-15 05:15:27
870,1866,Calle 490,Piso 1 Dto B,AR,Buenos Aires,BA,La Plata,8630,2025-02-04 16:17:26
871,1867,Calle 9450,,AR,Buenos Aires,BA,CABA,5601,2024-07-16 09:38:18
872,1868,Calle 4380,Piso 1 Dto C,AR,Córdoba,CBA,Córdoba,4081,2024-05-04 18:40:05
873,1869,Calle 723,Piso 10 Dto B,AR,Córdoba,CBA,Córdoba,4793,2023-07-18 11:16:04
874,1870,Calle 9799,Piso 6 Dto B,AR,Buenos Aires,BA,CABA,9922,2024-01-15 14:26:16
875,1871,Calle 9028,Piso 9 Dto A,AR,Buenos Aires,BA,La Plata,6681,2025-01-27 06:07:16
876,1872,Calle 6097,Piso 8 Dto B,AR,Buenos Aires,BA,La Plata,3418,2025-06-12 04:41:39
877,1873,Calle 5904,Piso 7 Dto A,AR,Córdoba,CBA,Villa Carlos Paz,3255,2024-10-03 23:50:06
878,1874,Calle 7645,,AR,Mendoza,MZA,San Rafael,1700,2024-10-20 12:53:03
879,1875,Calle 2377,,AR,Buenos Aires,BA,Mar del Plata,3285,2024-03-20 17:15:24
880,1876,Calle 1340,,AR,Santa Fe,SF,Santa Fe,9512,2023-10-14 06:30:55
881,1877,Calle 9019,,AR,Córdoba,CBA,Villa Carlos Paz,6486,2025-06-03 21:57:07
882,1878,Calle 6117,Piso 9 Dto B,AR,Buenos Aires,BA,Mar del Plata,4589,2024-11-01 11:14:15
883,1879,Calle 1744,Piso 4 Dto C,AR,Córdoba,CBA,Río Cuarto,3551,2024-02-22 13:29:36
884,1880,Calle 1767,,AR,Córdoba,CBA,Río Cuarto,6022,2024-05-15 16:12:02
885,1881,Calle 3429,,AR,Santa Fe,SF,Santa Fe,4129,2023-06-11 12:21:10
886,1882,Calle 1984,,AR,Buenos Aires,BA,La Plata,2098,2024-06-02 16:42:02
887,1883,Calle 6913,Piso 6 Dto C,AR,Buenos Aires,BA,CABA,1173,2024-08-14 08:50:39
888,1884,Calle 3416,Piso 5 Dto B,AR,Buenos Aires,BA,La Plata,1686,2025-06-07 06:14:21
889,1885,Calle 5237,Piso 6 Dto A,AR,Mendoza,MZA,Godoy Cruz,8759,2024-12-22 03:26:00
890,1886,Calle 6926,Piso 12 Dto C,AR,Santa Fe,SF,Rosario,9033,2023-06-17 10:51:59
891,1887,Calle 1423,,AR,Buenos Aires,BA,La Plata,2359,2024-05-21 04:47:03
892,1888,Calle 1541,Piso 8 Dto B,AR,Córdoba,CBA,Río Cuarto,4954,2025-05-04 00:00:28
893,1889,Calle 9055,,AR,Buenos Aires,BA,La Plata,7727,2023-09-30 12:07:58
894,1890,Calle 9723,Piso 11 Dto A,AR,Buenos Aires,BA,CABA,2132,2025-06-23 22:37:25
895,1891,Calle 9258,,AR,Buenos Aires,BA,La Plata,5148,2023-11-04 19:00:07
896,1892,Calle 2850,,AR,Córdoba,CBA,Villa Carlos Paz,1652,2024-07-29 22:40:15
897,1893,Calle 1797,,AR,Córdoba,CBA,Villa Carlos Paz,4262,2025-05-23 23:42:46
898,1894,Calle 6346,,AR,Buenos Aires,BA,CABA,7172,2023-07-13 03:45:59
899,1895,Calle 5572,Piso 11 Dto C,AR,Buenos Aires,BA,CABA,4747,2025-03-26 18:21:55
900,1896,Calle 1664,,AR,Santa Fe,SF,Rosario,1387,2025-03-16 13:27:03
901,1897,Calle 7045,Piso 1 Dto C,AR,Buenos Aires,BA,Mar del Plata,9904,2023-10-18 04:11:57
902,1898,Calle 4570,Piso 7 Dto C,AR,Buenos Aires,BA,CABA,2096,2023-08-15 05:54:46
903,1899,Calle 5860,,AR,Buenos Aires,BA,Mar del Plata,3253,2023-11-09 23:36:45
904,1900,Calle 9346,,AR,Buenos Aires,BA,CABA,8308,2025-08-31 01:19:53
905,1901,Calle 7830,,AR,Buenos Aires,BA,La Plata,7770,2023-11-01 23:11:40
906,1902,Calle 3317,,AR,Córdoba,CBA,Córdoba,7401,2023-05-23 09:19:42
907,1903,Calle 200,Piso 2 Dto C,AR,Buenos Aires,BA,Mar del Plata,9692,2023-05-19 18:13:52
908,1904,Calle 5236,,AR,Buenos Aires,BA,CABA,4091,2025-05-12 12:19:08
909,1905,Calle 1623,,AR,Buenos Aires,BA,CABA,3393,2023-11-19 05:14:49
910,1906,Calle 1115,,AR,Santa Fe,SF,Rosario,3698,2024-05-23 19:21:21
911,1907,Calle 5927,Piso 4 Dto B,AR,Córdoba,CBA,Villa Carlos Paz,1977,2025-03-06 21:19:09
912,1908,Calle 6466,Piso 1 Dto A,AR,Buenos Aires,BA,La Plata,7402,2025-04-03 18:48:57
913,1909,Calle 2087,Piso 8 Dto C,AR,Córdoba,CBA,Córdoba,3576,2024-05-14 21:49:47
914,1910,Calle 8146,,AR,Córdoba,CBA,Villa Carlos Paz,7837,2023-08-17 01:06:35
915,1911,Calle 2385,Piso 11 Dto A,AR,Córdoba,CBA,Río Cuarto,5544,2025-01-05 22:04:09
916,1912,Calle 5595,Piso 5 Dto C,AR,Buenos Aires,BA,Mar del Plata,6048,2025-05-04 23:35:05
917,1913,Calle 9660,,AR,Buenos Aires,BA,La Plata,8689,2024-10-10 15:04:35
918,1914,Calle 5611,,AR,Buenos Aires,BA,La Plata,5122,2024-06-25 15:39:14
919,1915,Calle 9740,Piso 9 Dto A,AR,Mendoza,MZA,Godoy Cruz,6311,2024-05-11 22:01:49
920,1916,Calle 5020,Piso 4 Dto B,AR,Córdoba,CBA,Villa Carlos Paz,5563,2024-06-18 23:17:00
921,1917,Calle 3086,Piso 10 Dto A,AR,Córdoba,CBA,Río Cuarto,4112,2024-11-17 13:12:35
922,1918,Calle 5262,,AR,Córdoba,CBA,Río Cuarto,2920,2024-07-31 18:27:28
923,1919,Calle 9800,,AR,Córdoba,CBA,Córdoba,9142,2024-12-08 12:57:43
924,1920,Calle 4436,Piso 10 Dto B,AR,Buenos Aires,BA,La Plata,3397,2024-06-04 16:51:46
925,1921,Calle 2039,Piso 7 Dto C,AR,Córdoba,CBA,Villa Carlos Paz,1053,2023-08-17 09:01:47
926,1922,Calle 8111,Piso 8 Dto C,AR,Buenos Aires,BA,La Plata,9374,2025-02-17 05:07:21
927,1923,Calle 7008,,AR,Buenos Aires,BA,CABA,8804,2025-03-15 02:57:43
928,1924,Calle 2290,Piso 3 Dto A,AR,Buenos Aires,BA,CABA,1892,2023-07-08 17:52:52
929,1925,Calle 1761,Piso 9 Dto C,AR,Santa Fe,SF,Santa Fe,3087,2023-10-01 23:03:41
930,1926,Calle 6935,,AR,Mendoza,MZA,San Rafael,1161,2023-10-26 02:29:15
931,1927,Calle 4542,,AR,Buenos Aires,BA,Mar del Plata,4776,2024-04-12 10:30:34
932,1928,Calle 4371,,AR,Córdoba,CBA,Río Cuarto,3485,2023-06-10 15:47:22
933,1929,Calle 3603,,AR,Córdoba,CBA,Villa Carlos Paz,9875,2023-06-02 02:13:53
934,1930,Calle 9360,Piso 12 Dto C,AR,Mendoza,MZA,Mendoza,8966,2023-11-15 12:03:20
935,1931,Calle 3621,,AR,Buenos Aires,BA,La Plata,3843,2024-04-12 06:55:51
936,1932,Calle 3913,Piso 11 Dto B,AR,Buenos Aires,BA,CABA,7335,2025-03-29 02:14:40
937,1933,Calle 1344,Piso 7 Dto C,AR,Buenos Aires,BA,CABA,8250,2023-12-25 14:46:44
938,1934,Calle 6229,Piso 1 Dto C,AR,Córdoba,CBA,Villa Carlos Paz,4360,2025-06-07 13:11:14
939,1935,Calle 5609,Piso 6 Dto A,AR,Buenos Aires,BA,Mar del Plata,9315,2024-12-28 13:59:06
940,1936,Calle 3367,,AR,Santa Fe,SF,Rafaela,7187,2024-01-22 13:43:22
941,1937,Calle 3571,Piso 6 Dto B,AR,Santa Fe,SF,Rosario,5491,2024-05-26 10:39:21
942,1938,Calle 6217,,AR,Córdoba,CBA,Córdoba,4998,2023-08-14 12:00:10
943,1939,Calle 6372,Piso 10 Dto B,AR,Buenos Aires,BA,CABA,7241,2023-06-06 20:04:34
944,1940,Calle 7297,Piso 7 Dto A,AR,Buenos Aires,BA,Mar del Plata,5176,2024-10-27 22:57:26
945,1941,Calle 4258,,AR,Buenos Aires,BA,La Plata,4590,2025-07-17 09:29:14
946,1942,Calle 595,,AR,Córdoba,CBA,Córdoba,4745,2023-09-22 18:25:04
947,1943,Calle 1514,,AR,Córdoba,CBA,Córdoba,5102,2023-09-06 02:51:14
948,1944,Calle 7424,,AR,Buenos Aires,BA,La Plata,8141,2024-07-11 15:44:03
949,1945,Calle 3754,,AR,Santa Fe,SF,Rosario,9528,2023-08-17 17:41:52
950,1946,Calle 855,,AR,Buenos Aires,BA,CABA,5722,2025-09-03 04:37:47
951,1947,Calle 2752,,AR,Buenos Aires,BA,La Plata,2262,2023-08-18 16:11:12
952,1948,Calle 2929,Piso 9 Dto A,AR,Santa Fe,SF,Santa Fe,7044,2024-02-07 22:46:10
953,1949,Calle 4025,,AR,Buenos Aires,BA,CABA,5461,2025-07-11 07:11:39
954,1950,Calle 8266,,AR,Santa Fe,SF,Rafaela,3736,2023-07-20 02:24:44
955,1951,Calle 3964,Piso 10 Dto B,AR,Buenos Aires,BA,CABA,8576,2024-05-21 19:40:30
956,1952,Calle 1801,,AR,Buenos Aires,BA,Mar del Plata,1692,2023-08-18 04:42:03
957,1953,Calle 10,Piso 5 Dto B,AR,Mendoza,MZA,Mendoza,7471,2025-09-06 21:15:29
958,1954,Calle 8603,Piso 8 Dto C,AR,Buenos Aires,BA,La Plata,7638,2024-05-30 13:58:58
959,1955,Calle 2735,,AR,Buenos Aires,BA,La Plata,1596,2024-03-22 09:31:50
960,1956,Calle 4890,Piso 2 Dto C,AR,Buenos Aires,BA,La Plata,7268,2024-12-10 00:12:59
961,1957,Calle 5154,,AR,Buenos Aires,BA,CABA,4531,2025-03-12 14:00:58
962,1958,Calle 7372,,AR,Santa Fe,SF,Rosario,5947,2025-01-10 17:24:02
963,1959,Calle 3721,Piso 8 Dto B,AR,Buenos Aires,BA,CABA,7541,2025-04-29 10:45:09
964,1960,Calle 3354,Piso 8 Dto A,AR,Córdoba,CBA,Villa Carlos Paz,1841,2024-05-21 03:54:27
965,1961,Calle 1660,,AR,Mendoza,MZA,San Rafael,6743,2025-04-27 11:47:24
966,1962,Calle 7101,Piso 2 Dto C,AR,Mendoza,MZA,San Rafael,6812,2025-07-10 05:40:40
967,1963,Calle 7856,Piso 2 Dto B,AR,Córdoba,CBA,Córdoba,4169,2024-08-30 02:22:47
968,1964,Calle 182,Piso 2 Dto A,AR,Mendoza,MZA,Mendoza,1981,2023-06-13 08:16:04
969,1965,Calle 8538,Piso 6 Dto A,AR,Buenos Aires,BA,Mar del Plata,7609,2024-10-05 21:56:54
970,1966,Calle 5685,Piso 10 Dto B,AR,Santa Fe,SF,Santa Fe,7028,2023-07-24 02:17:56
971,1967,Calle 2021,Piso 8 Dto B,AR,Santa Fe,SF,Rafaela,9420,2023-07-01 03:59:25
972,1968,Calle 9280,,AR,Córdoba,CBA,Río Cuarto,7191,2024-09-29 20:57:39
973,1969,Calle 4377,,AR,Córdoba,CBA,Villa Carlos Paz,2526,2024-12-22 08:26:21
974,1970,Calle 687,,AR,Buenos Aires,BA,CABA,3178,2024-03-03 03:14:28
975,1971,Calle 6842,Piso 3 Dto B,AR,Buenos Aires,BA,CABA,4450,2023-05-06 21:08:18
976,1972,Calle 614,Piso 5 Dto C,AR,Mendoza,MZA,Mendoza,2082,2024-04-10 08:25:59
977,1973,Calle 8086,Piso 2 Dto A,AR,Buenos Aires,BA,CABA,6615,2024-12-04 01:30:15
978,1974,Calle 9455,Piso 9 Dto C,AR,Santa Fe,SF,Santa Fe,6349,2025-08-01 05:08:26
979,1975,Calle 9663,Piso 9 Dto C,AR,Buenos Aires,BA,Mar del Plata,5018,2024-04-21 09:18:21
980,1976,Calle 7920,Piso 5 Dto B,AR,Santa Fe,SF,Santa Fe,9173,2025-01-23 16:38:54
981,1977,Calle 4921,,AR,Buenos Aires,BA,Mar del Plata,4663,2024-04-10 03:08:34
982,1978,Calle 7608,Piso 3 Dto A,AR,Santa Fe,SF,Rosario,7760,2025-01-16 03:30:53
983,1979,Calle 4901,,AR,Buenos Aires,BA,La Plata,8883,2023-08-17 00:36:39
984,1980,Calle 7138,,AR,Santa Fe,SF,Rosario,7786,2025-05-10 01:12:37
985,1981,Calle 6069,,AR,Mendoza,MZA,Godoy Cruz,8971,2025-06-08 01:53:55
986,1982,Calle 9641,Piso 4 Dto B,AR,Mendoza,MZA,Godoy Cruz,4852,2024-07-24 00:17:09
987,1983,Calle 5507,Piso 3 Dto C,AR,Buenos Aires,BA,CABA,7174,2023-09-11 17:55:47
988,1984,Calle 140,Piso 3 Dto C,AR,Buenos Aires,BA,CABA,9071,2023-09-26 09:45:15
989,1985,Calle 2489,Piso 1 Dto A,AR,Mendoza,MZA,San Rafael,3909,2023-06-25 18:34:16
990,1986,Calle 5854,,AR,Buenos Aires,BA,La Plata,1662,2024-01-17 15:54:22
991,1987,Calle 1638,,AR,Santa Fe,SF,Santa Fe,1647,2023-05-06 07:56:43
992,1988,Calle 2785,,AR,Santa Fe,SF,Rosario,5379,2024-07-31 17:14:22
993,1989,Calle 1175,,AR,Córdoba,CBA,Río Cuarto,2064,2025-04-23 05:09:23
994,1990,Calle 2579,,AR,Córdoba,CBA,Villa Carlos Paz,9133,2024-04-17 15:34:01
995,1991,Calle 6446,,AR,Córdoba,CBA,Córdoba,8744,2025-04-07 22:44:16
996,1992,Calle 5021,Piso 5 Dto C,AR,Buenos Aires,BA,Mar del Plata,7848,2024-05-05 06:05:54
997,1993,Calle 5352,Piso 4 Dto A,AR,Santa Fe,SF,Santa Fe,3436,2024-01-02 02:59:12
998,1994,Calle 9629,,AR,Buenos Aires,BA,CABA,8355,2023-11-17 21:42:43
999,1995,Calle 4629,Piso 6 Dto C,AR,Buenos Aires,BA,CABA,4919,2025-05-23 03:13:43
1000,1996,Calle 9046,Piso 12 Dto C,AR,Buenos Aires,BA,CABA,4436,2025-05-10 03:13:44
1001,1997,Calle 2565,Piso 7 Dto A,AR,Córdoba,CBA,Villa Carlos Paz,2082,2023-07-20 23:34:42
1002,1998,Calle 6383,Piso 3 Dto B,AR,Buenos Aires,BA,La Plata,7512,2024-09-19 15:55:16
1003,1999,Calle 6920,,AR,Buenos Aires,BA,La Plata,1121,2024-01-16 01:02:28
1004,2000,Calle 1528,,AR,Mendoza,MZA,Godoy Cruz,1688,2023-12-10 00:17:28
1005,2001,Calle 8116,,AR,Buenos Aires,BA,Mar del Plata,7846,2023-07-04 17:29:08
1006,2002,Calle 5911,Piso 12 Dto B,AR,Santa Fe,SF,Rafaela,6524,2023-05-10 06:03:15
1007,2003,Calle 3305,Piso 4 Dto A,AR,Buenos Aires,BA,Mar del Plata,9273,2024-07-03 18:48:25
1008,2004,Calle 9675,,AR,Buenos Aires,BA,Mar del Plata,8126,2023-07-06 05:52:45
1009,2005,Calle 9683,Piso 9 Dto B,AR,Buenos Aires,BA,Mar del Plata,1729,2024-07-20 22:23:40
1010,2006,Calle 9656,Piso 11 Dto A,AR,Buenos Aires,BA,La Plata,7836,2025-04-25 02:08:18
1011,2007,Calle 9370,,AR,Mendoza,MZA,San Rafael,8360,2024-06-20 04:45:00
1012,2008,Calle 635,Piso 4 Dto C,AR,Buenos Aires,BA,Mar del Plata,7468,2024-06-21 05:33:30
1013,2009,Calle 665,,AR,Buenos Aires,BA,CABA,7504,2023-05-09 11:54:05
1014,2010,Calle 4484,Piso 9 Dto C,AR,Buenos Aires,BA,CABA,1267,2025-06-23 10:39:51
1015,2011,Calle 5017,,AR,Santa Fe,SF,Rafaela,9136,2024-04-01 12:40:16
1016,2012,Calle 4712,Piso 2 Dto A,AR,Buenos Aires,BA,Mar del Plata,6383,2024-02-05 07:51:49
1017,2013,Calle 233,,AR,Buenos Aires,BA,CABA,6386,2024-05-21 12:29:38
1018,2014,Calle 1630,Piso 3 Dto C,AR,Mendoza,MZA,Mendoza,3769,2024-08-02 02:21:13
1019,2015,Calle 2652,,AR,Córdoba,CBA,Villa Carlos Paz,6921,2023-10-04 14:57:08
1020,2016,Calle 5071,,AR,Santa Fe,SF,Santa Fe,2248,2024-01-02 16:01:06
1021,2017,Calle 3925,,AR,Santa Fe,SF,Rosario,2857,2025-04-06 01:22:12
1022,2018,Calle 8759,,AR,Buenos Aires,BA,Mar del Plata,8884,2024-07-11 07:47:49
1023,2019,Calle 1508,Piso 6 Dto A,AR,Santa Fe,SF,Santa Fe,4101,2025-08-30 02:25:24
1024,2020,Calle 299,,AR,Mendoza,MZA,San Rafael,3658,2023-12-18 12:18:01
1025,2021,Calle 8763,Piso 4 Dto B,AR,Buenos Aires,BA,Mar del Plata,1488,2024-10-15 10:51:30
1026,2022,Calle 1697,,AR,Santa Fe,SF,Santa Fe,3744,2024-02-25 09:04:13
1027,2023,Calle 9607,,AR,Córdoba,CBA,Villa Carlos Paz,4715,2025-06-11 23:38:32
1028,2024,Calle 6346,Piso 6 Dto C,AR,Córdoba,CBA,Villa Carlos Paz,4262,2023-07-10 04:33:17
